identifier,name,size,url,collection,mediatype,title,description,subject
tobacco_oar91f00,tobacco_oar91f00.mp4,83754524,https://archive.org/download/tobacco_oar91f00/tobacco_oar91f00.mp4,newsandpublicaffairs,movies,"Connecticut Now, Bob Tollison/Social Cost,  WTIC-TV/Hartford 4/30/89.","Robert D. Tollison and Harry Barney debate ""social costs"" imposed on the society by the smokers, including high health care costs and lost productivity.","tobacco, cigarette, social cost, social research, societal attitude, industry response, secondhand smoke, regulation, public policy, workplace, economic cost, government, tobacco industry, industry sponsored research, health care activity, smoker, non-smoker, excise tax, public place, tobacco related health concerns, cardiovascular disease, addiction"
tobacco_tkdb0018,2020217977.mp4,741512174,https://archive.org/download/tobacco_tkdb0018/2020217977.mp4,newsandpublicaffairs,movies,IR IMAGES CAMERA NUMBER 7584,DVD doesn't play.,"tobacco, cigarette"
tobacco_sxnj0229,tobacco_sxnj0229.mp4,768145050,https://archive.org/download/tobacco_sxnj0229/tobacco_sxnj0229.mp4,newsandpublicaffairs,movies,MASTES 1.MPG,,"tobacco, cigarette,<a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=tobaccoarchives'>Browse by keywords in UCSF tobacco industry videos</a>"
tobacco_twx27a00,tobacco_twx27a00.mp4,5521165,https://archive.org/download/tobacco_twx27a00/tobacco_twx27a00.mp4,medicalheritagelibrary,movies,"Dave Brenton/Smoking"" Crossfire CNN-TV Cable  7:30-8 PM",Discussion regarding secondhand smoke and the resulting smoking bans.,"tobacco, cigarette, smoking restriction, secondhand smoke, public place"
tobacco_pyv99d00,tobacco_pyv99d00.mp4,70883409,https://archive.org/download/tobacco_pyv99d00/tobacco_pyv99d00.mp4,newsandpublicaffairs,movies,"'NEWARK TOBACCO LAWSUIT' AM CANADA CTV - TORONTO, CANADA",,"tobacco, cigarette"
tobacco_onq23e00,tobacco_onq23e00.mp4,139068231,https://archive.org/download/tobacco_onq23e00/tobacco_onq23e00.mp4,newsandpublicaffairs,movies,STEVEN PARRISH PHILIP MORRIS MACNEIL / LEHRER WNET (PBS) 930331 7:00 P.M.,Rep. Mike Andrews and Steven Parris of Philip Morris debate proposed cigarette tax raise and ways to finance the new health care reform.,"tobacco, cigarette, cigarette tax, regulation, Congress, economic cost, tobacco industry lawyer, government, governmental spending, health care activity, television, tobacco related health concerns, public health policy"
tobacco_nsx27a00,tobacco_nsx27a00.mp4,78526547,https://archive.org/download/tobacco_nsx27a00/tobacco_nsx27a00.mp4,medicalheritagelibrary,movies,"The Tobacco Institute ""EPA Report/Second-Hand Smoke""  Washington, DC NBC Nightly News  WRC-TV 7PM, CBS Evening News WUSA-TV 7PM, Eyewitness News WUSA-TV, 4 PM 6PM, Ten O'Clock News, STTG-TV 10PM, News Day, CNN-TV 4PM, Early Prime, CNN-TV 5PM, Prime News 8PM",Clips on news coverage of the tobacco industry.,"tobacco, cigarette, anti-smoking advocacy, secondhand smoke, event sponsorship, first amendment protection"
tobacco_avp91f00,VTS_01_1_512kb.mp4,64584733,https://archive.org/download/tobacco_avp91f00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,How They See Us [Parts 1-2],"Video about the 'howl of outrage directed at the tobacco industry by an intense group of zealots.  This band of naysayers has a litany of cliches and charges...""  Clips from television news, interviews and debates showing many of the leaders of the international tobacco control movement.  Also includes images of billboards containing cigarette ads that have been modified with graffiti.

<a href=""http://www.archive.org/details/tobacco_avp91f00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_avp91f00b"" rel=""nofollow"">Click Here to View Part 2</a>","tobacco , cigarette , anti-smoking advocacy , Surgeon General , international trade , addiction , airplane , smoking restriction , advertising , disease , lung cancer , advertising restriction , restaurant , secondhand smoke , workplace , grass roots lobbying"
tobacco_avp91f00,VTS_01_2_256kb.mp4,37781646,https://archive.org/download/tobacco_avp91f00/VTS_01_2_256kb.mp4,newsandpublicaffairs,movies,How They See Us [Parts 1-2],"Video about the 'howl of outrage directed at the tobacco industry by an intense group of zealots.  This band of naysayers has a litany of cliches and charges...""  Clips from television news, interviews and debates showing many of the leaders of the international tobacco control movement.  Also includes images of billboards containing cigarette ads that have been modified with graffiti.

<a href=""http://www.archive.org/details/tobacco_avp91f00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_avp91f00b"" rel=""nofollow"">Click Here to View Part 2</a>","tobacco , cigarette , anti-smoking advocacy , Surgeon General , international trade , addiction , airplane , smoking restriction , advertising , disease , lung cancer , advertising restriction , restaurant , secondhand smoke , workplace , grass roots lobbying"
tobacco_avp91f00,VTS_01_2_512kb.mp4,63606486,https://archive.org/download/tobacco_avp91f00/VTS_01_2_512kb.mp4,newsandpublicaffairs,movies,How They See Us [Parts 1-2],"Video about the 'howl of outrage directed at the tobacco industry by an intense group of zealots.  This band of naysayers has a litany of cliches and charges...""  Clips from television news, interviews and debates showing many of the leaders of the international tobacco control movement.  Also includes images of billboards containing cigarette ads that have been modified with graffiti.

<a href=""http://www.archive.org/details/tobacco_avp91f00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_avp91f00b"" rel=""nofollow"">Click Here to View Part 2</a>","tobacco , cigarette , anti-smoking advocacy , Surgeon General , international trade , addiction , airplane , smoking restriction , advertising , disease , lung cancer , advertising restriction , restaurant , secondhand smoke , workplace , grass roots lobbying"
tobacco_avp91f00,VTS_01_2_64kb.mp4,16672101,https://archive.org/download/tobacco_avp91f00/VTS_01_2_64kb.mp4,newsandpublicaffairs,movies,How They See Us [Parts 1-2],"Video about the 'howl of outrage directed at the tobacco industry by an intense group of zealots.  This band of naysayers has a litany of cliches and charges...""  Clips from television news, interviews and debates showing many of the leaders of the international tobacco control movement.  Also includes images of billboards containing cigarette ads that have been modified with graffiti.

<a href=""http://www.archive.org/details/tobacco_avp91f00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_avp91f00b"" rel=""nofollow"">Click Here to View Part 2</a>","tobacco , cigarette , anti-smoking advocacy , Surgeon General , international trade , addiction , airplane , smoking restriction , advertising , disease , lung cancer , advertising restriction , restaurant , secondhand smoke , workplace , grass roots lobbying"
tobacco_prx27a00,prx27a00.mp4,70918513,https://archive.org/download/tobacco_prx27a00/prx27a00.mp4,newsandpublicaffairs,movies,"Nightly Business Report, WETA TV/PBS, Washington DC, 6:30 PM: Taxes",News segment on income taxes and how they affect different groups.,"tobacco, cigarette, taxation"
tobacco_xzq62a00,tobacco_xzq62a00.mp4,16139500,https://archive.org/download/tobacco_xzq62a00/tobacco_xzq62a00.mp4,newsandpublicaffairs,movies,"MCTV PMUSA Makes Tobacco Settlement Payment ""Urges States to Spend More Funds to Help Prevent Youth Smoking"" VNR",Report about Philip Morris appeal to the states to spend more Tobacco Settlement funds on programs that help prevent youth smoking.,"tobacco, cigarette,youth, children, youth access, smoking prevention, television, settlement, public policy"
tobacco_jvx27a00,tobacco_jvx27a00.mp4,206015789,https://archive.org/download/tobacco_jvx27a00/tobacco_jvx27a00.mp4,newsandpublicaffairs,movies,"Today's Business, WUSA TV, CBS Network, 6:00 AM: Cigarette advertising, w/Guy Smith and William Gorog.  TI Minnesota Litigation Tape(s) #141 (produced)","Discusses effects of a total cigarette advertising ban, suggesting that cultural activities such as art exhibits, and  tennis tournaments funded by the tobacco industry would be adversely effected.","tobacco, cigarette,advertising restriction, tobacco industry, event sponsorship"
tobacco_wck52b00,tobacco_wck52b00.mp4,116485766,https://archive.org/download/tobacco_wck52b00/tobacco_wck52b00.mp4,newsandpublicaffairs,movies,20/20 SHOW ABC NETWORK. RUNNING TIME 0:18:41.,,"tobacco, cigarette"
tobacco_ibk52b00,tobacco_ibk52b00.mp4,101966946,https://archive.org/download/tobacco_ibk52b00/tobacco_ibk52b00.mp4,newsandpublicaffairs,movies,CAMEL SPECIAL LIGHTS INTRODUCTION 1993 (930000). (RUNNING TIME 0:16:53).,,"tobacco, cigarette"
tobacco_sfk52b00,tobacco_sfk52b00-1.mp4,186323047,https://archive.org/download/tobacco_sfk52b00/tobacco_sfk52b00-1.mp4,newsandpublicaffairs,movies,BRAND MARKETING OVERVIEW FOR EXTERNAL RELATIONS NOVEMBER TUCSON MEETING. RUNNING TIME 00:51:50.,2 parts.,"tobacco, cigarette"
tobacco_sfk52b00,tobacco_sfk52b00-2.mp4,135116644,https://archive.org/download/tobacco_sfk52b00/tobacco_sfk52b00-2.mp4,newsandpublicaffairs,movies,BRAND MARKETING OVERVIEW FOR EXTERNAL RELATIONS NOVEMBER TUCSON MEETING. RUNNING TIME 00:51:50.,2 parts.,"tobacco, cigarette"
tobacco_dsr62a00,tobacco_dsr62a00.mp4,4687321,https://archive.org/download/tobacco_dsr62a00/tobacco_dsr62a00.mp4,newsandpublicaffairs,movies,"YOUTH SMOKING PREVENTION ""I STAND OUT",Commercial for youth smoking prevention campaign Think. Dont Smoke sponsored by Philip Morris.,"tobacco, cigarette,youth, youth access, smoking prevention, public relations, industry sponsored prevention program, television, Native American"
tobacco_gav28d00,Bates_2071021235_chunk_1_512kb.mp4,242669724,https://archive.org/download/tobacco_gav28d00/Bates_2071021235_chunk_1_512kb.mp4,newsandpublicaffairs,movies,Philip Morris Litigation Video,Video prepared by Philip Morris for employees around the world with updates about the litigation PM was facing. Includes presentations by Chuck Wall and Steve Parrish.,"tobacco , cigarette , addiction, brand image, business activity, cigarette additive, class action suit, court decision, economic cost, secondhand smoke, federal legislation, government, adverse effects, health care activity, lawsuit, tobacco industry, international lawsuit, legal activity, lung cancer, mass media, Medicaid lawsuit, plaintiff lawyer, product liability, television, tobacco industry employee, tobacco industry law firm, warning label"
tobacco_ewu17j00,tobacco_ewu17j00.mp4,20013957,https://archive.org/download/tobacco_ewu17j00/tobacco_ewu17j00.mp4,newsandpublicaffairs,movies,Video excerpt from Hogan's Heroes,,"tobacco, cigarette"
tobacco_xpu03f00,170500098_512kb.mp4,46275584,https://archive.org/download/tobacco_xpu03f00/170500098_512kb.mp4,medicalheritagelibrary,movies,Raleigh Commercial Compilation,Compilation of Raleigh television commercials promoting the use of coupons.,"tobacco, cigarette, television , advertising , promotional merchandise , filter"
tobacco_itw70g00,MoistureProofPicturreCha_512kb.mp4,445971,https://archive.org/download/tobacco_itw70g00/MoistureProofPicturreCha_512kb.mp4,medicalheritagelibrary,movies,Moisture proof,Design elements for the Winston Evo Flask pack promotional campaign.,"tobacco, cigarette, cigarette design, cigarette packaging, marketing, advertising"
tobacco_zrr62a00,tobacco_zrr62a00.mp4,7813084,https://archive.org/download/tobacco_zrr62a00/tobacco_zrr62a00.mp4,newsandpublicaffairs,movies,YOUTH SMOKING PREVENTION 1. MY REASONS SPAN W/ ENG. SUBTITLES 2. MY REASONS SPANISH,Spanish-language commercial for youth smoking prevention campaign Think. Dont Smoke sponsored by Philip Morris.,"tobacco, cigarette,youth, children, youth access, anti-smoking advocacy, television, industry sponsored prevention program, Hispanic American"
tobacco_upv08h00,tobacco_upv08h00.mp4,106171040,https://archive.org/download/tobacco_upv08h00/tobacco_upv08h00.mp4,newsandpublicaffairs,movies,Cigarette TV Ads - Winston - late 1950s-1970s,"Compilation of Winston commercials featuring the campaigns ""Tastes Good Like a Cigarette Should,"" ""It's What's Up Front,"" ""Change for Good,"" and ""Its Not How Long You Make It"" as well as sponsored shows ""The Bob Cummings Show,"" ""The Gary Moore Show"", ""Peter Gunn,"" ""The Flintstones,"" and ""Rat Patrol.""","tobacco, cigarette, advertising, marketing, television, tobacco industry"
tobacco_upv08h00,tobacco_upv08h00_2.mp4,104761094,https://archive.org/download/tobacco_upv08h00/tobacco_upv08h00_2.mp4,newsandpublicaffairs,movies,Cigarette TV Ads - Winston - late 1950s-1970s,"Compilation of Winston commercials featuring the campaigns ""Tastes Good Like a Cigarette Should,"" ""It's What's Up Front,"" ""Change for Good,"" and ""Its Not How Long You Make It"" as well as sponsored shows ""The Bob Cummings Show,"" ""The Gary Moore Show"", ""Peter Gunn,"" ""The Flintstones,"" and ""Rat Patrol.""","tobacco, cigarette, advertising, marketing, television, tobacco industry"
tobacco_upv08h00,tobacco_upv08h00_3.mp4,61793728,https://archive.org/download/tobacco_upv08h00/tobacco_upv08h00_3.mp4,newsandpublicaffairs,movies,Cigarette TV Ads - Winston - late 1950s-1970s,"Compilation of Winston commercials featuring the campaigns ""Tastes Good Like a Cigarette Should,"" ""It's What's Up Front,"" ""Change for Good,"" and ""Its Not How Long You Make It"" as well as sponsored shows ""The Bob Cummings Show,"" ""The Gary Moore Show"", ""Peter Gunn,"" ""The Flintstones,"" and ""Rat Patrol.""","tobacco, cigarette, advertising, marketing, television, tobacco industry"
tobacco_oct64d00,99127020_512kb.mp4,27260585,https://archive.org/download/tobacco_oct64d00/99127020_512kb.mp4,medicalheritagelibrary,movies,"""Orlando teen gets H.I.P. in Beverly Hills""","Video news release about 13-year-old Ferrell Maguire, winner of the national Teen H.I.P.(Teens Helping Influence People) Award, a national scholarship program for outstanding American teens sponsored by Lorillard Tobacco Company’s Youth Smoking Prevention Program. As a grand prize winner she was also awarded a trip to Beverly Hills where she met with Eric Christian Olsen.","tobacco, cigarette, youth , industry sponsored prevention program, public relations, middle school student"
